Open,High,Low,Close,Volume
1.20369,1.20398,1.20334,1.20391,1535
1.2039,1.20487,1.2032,1.20407,2488
1.20404,1.20476,1.20254,1.20309,4087
1.20309,1.20351,1.2024,1.20282,2583
1.20282,1.20348,1.20232,1.20323,2786
1.20323,1.20391,1.2029,1.20296,2610
1.20296,1.20325,1.20197,1.20264,2783
1.20265,1.2044,1.20202,1.20376,3982
1.20373,1.20638,1.2037,1.20564,4907
1.20564,1.20661,1.20466,1.2047,4847
1.2047,1.2052,1.20332,1.20448,3572
1.20448,1.20516,1.20422,1.20472,2388
1.20472,1.20511,1.20439,1.205,1527
1.20501,1.20575,1.20488,1.20555,1513
1.20555,1.20575,1.20504,1.20519,1312
1.20519,1.2052,1.20483,1.20493,1527
1.20493,1.20524,1.20474,1.20489,1060
1.20487,1.20538,1.20472,1.20523,1649
1.20524,1.206,1.20495,1.20578,3147
1.20578,1.2064,1.20559,1.20595,2906
1.20596,1.20821,1.20595,1.20795,3358
1.20796,1.20813,1.20759,1.20768,2166
1.20769,1.208,1.20755,1.20757,1283
1.20757,1.20808,1.20757,1.20781,1494
1.20781,1.20825,1.20744,1.2077,1973
1.20773,1.20869,1.20766,1.20811,3758
1.20812,1.20975,1.20674,1.20975,5134
1.20974,1.21165,1.20947,1.21096,5358
1.21096,1.21132,1.2103,1.21041,3764
1.21041,1.21071,1.20978,1.21053,2860
1.21051,1.21067,1.2098,1.20991,2736
1.20991,1.21057,1.20901,1.21017,3412
1.21019,1.21034,1.209,1.20913,4269
1.20913,1.21035,1.20886,1.20978,3954
1.20978,1.21064,1.20923,1.21049,2384
1.21049,1.21095,1.21033,1.21054,1757
1.21054,1.21079,1.21021,1.21053,1168
1.21053,1.21209,1.21053,1.21187,2265
1.21187,1.21203,1.2116,1.21168,1711
1.2117,1.21221,1.21146,1.21174,1192
1.21173,1.21197,1.21156,1.21186,864
1.21187,1.21192,1.21156,1.21162,830
1.21165,1.21171,1.21121,1.21146,1161
1.21147,1.21182,1.21088,1.21159,1638
1.2116,1.21267,1.21158,1.21246,1219
1.21247,1.21298,1.21244,1.21272,978
1.21271,1.213,1.21263,1.21289,639
1.21288,1.21291,1.21244,1.21244,772
1.21244,1.21275,1.2123,1.21274,864
1.21275,1.21337,1.21227,1.21304,1788
1.21307,1.2144,1.21229,1.21393,3132
1.21392,1.21392,1.21141,1.21194,3849
1.21194,1.21279,1.21171,1.21247,2446
1.21248,1.21307,1.21221,1.2124,1481
1.2124,1.2124,1.21131,1.21165,2583
1.21167,1.21395,1.21144,1.21284,4637
1.21284,1.21392,1.21241,1.21243,3946
1.21241,1.21395,1.2123,1.21309,5636
1.2131,1.21363,1.21289,1.21311,2577
1.2131,1.21384,1.21261,1.2138,2404
1.2138,1.2138,1.2128,1.21297,1341
1.21295,1.21318,1.21246,1.2129,1587
1.2129,1.2129,1.21186,1.21198,1424
1.21198,1.2122,1.21166,1.21172,878
1.21172,1.21199,1.21166,1.21184,689
1.21191,1.21198,1.21163,1.2119,913
1.2119,1.212,1.21135,1.21141,924
1.21142,1.21175,1.21138,1.21173,883
1.21172,1.21206,1.21168,1.212,827
1.21201,1.2122,1.21178,1.21208,725
1.21209,1.21252,1.21209,1.21216,756
1.21216,1.21278,1.21214,1.21265,618
1.21265,1.21301,1.21261,1.21294,663
1.21295,1.21326,1.21217,1.21233,1762
1.21233,1.21263,1.2118,1.21235,2903
1.21235,1.21361,1.2122,1.21303,2758
1.21303,1.21305,1.21232,1.21238,2097
1.21237,1.21313,1.21211,1.21273,1977
1.21272,1.21353,1.2127,1.2135,2428
1.2135,1.21493,1.21337,1.21436,3520
1.21436,1.21449,1.21316,1.21348,4754
1.21348,1.21434,1.21281,1.21296,3972
1.21295,1.21327,1.21214,1.21262,3193
1.21263,1.21291,1.21216,1.21271,3789
1.21272,1.21331,1.21231,1.21307,2289
1.21306,1.21316,1.21264,1.21307,1872
1.21307,1.21372,1.21294,1.21325,1347
1.21326,1.2133,1.21281,1.21303,1144
1.21303,1.21349,1.21262,1.21315,932
1.21315,1.21324,1.21276,1.21305,1063
1.21305,1.21332,1.21247,1.21287,2237
1.21287,1.21304,1.2125,1.21273,1647
1.21271,1.21271,1.21186,1.21198,1789
1.21198,1.21217,1.2119,1.21193,1775
1.21194,1.21238,1.21193,1.21224,1709
1.21225,1.21317,1.21218,1.21313,1482
1.21313,1.21314,1.21237,1.21253,1752
1.21255,1.2127,1.21122,1.21153,2995
1.21155,1.2119,1.21025,1.2103,4195
1.2103,1.21116,1.21003,1.21083,3354
1.21081,1.21138,1.21044,1.21088,2394
1.21088,1.2109,1.20966,1.21067,2896
1.21068,1.21148,1.21025,1.21125,2375
1.21125,1.21146,1.20843,1.20871,3804
1.20871,1.20961,1.20815,1.2092,4341
1.2092,1.21207,1.20917,1.21193,4181
1.21194,1.21282,1.2115,1.21251,3447
1.21252,1.21289,1.21232,1.21232,1873
1.21231,1.21262,1.21191,1.21214,1817
1.21214,1.21237,1.21156,1.21158,1006
1.21158,1.21191,1.21132,1.21185,1160
1.21184,1.21209,1.2117,1.21189,1052
1.2124,1.21244,1.21191,1.21229,650
1.21229,1.21251,1.21203,1.21205,1079
1.21206,1.21233,1.21167,1.21211,1601
1.21211,1.21285,1.21174,1.21271,1425
1.2127,1.21332,1.21256,1.21326,1692
1.21326,1.21378,1.21301,1.21343,1361
1.21345,1.21371,1.2131,1.21321,1221
1.21321,1.21404,1.21321,1.21378,1294
1.21379,1.21402,1.21342,1.21345,1300
1.21346,1.2138,1.21308,1.21332,2173
1.21331,1.21452,1.21312,1.21398,4437
1.21398,1.21448,1.21331,1.21347,3498
1.21347,1.21375,1.21311,1.21336,1927
1.21336,1.21406,1.21298,1.2133,1812
1.21329,1.21336,1.21241,1.21304,2151
1.21305,1.21337,1.21254,1.21268,2017
1.21269,1.21279,1.21208,1.2124,2313
1.2124,1.21325,1.21229,1.21315,1816
1.21316,1.21375,1.21268,1.21366,1705
1.21366,1.2138,1.21297,1.21309,1812
1.2131,1.21346,1.21294,1.21311,768
1.21311,1.21322,1.21297,1.21304,557
1.21304,1.21317,1.213,1.21305,359
1.21305,1.21341,1.21255,1.21274,876
1.21271,1.21305,1.21248,1.21271,678
1.21273,1.21327,1.21269,1.2132,650
1.21319,1.21404,1.21313,1.21373,2044
1.21372,1.21467,1.21343,1.21426,2079
1.21426,1.2146,1.21409,1.21455,1354
1.21455,1.21504,1.21445,1.21466,1168
1.21466,1.21468,1.21381,1.21396,1593
1.21396,1.21411,1.21328,1.21366,1906
1.21365,1.214,1.2134,1.21394,1186
1.21396,1.2142,1.21283,1.21307,2926
1.21307,1.21574,1.21299,1.21552,4074
1.21552,1.21555,1.21449,1.21526,3208
1.21527,1.21671,1.21522,1.21636,2683
1.21637,1.2168,1.2162,1.21652,2345
1.2165,1.21694,1.21485,1.21505,3198
1.21507,1.21519,1.21065,1.21084,6388
1.21084,1.21131,1.20949,1.20974,7334
1.20976,1.21201,1.20974,1.21192,6052
1.21193,1.21237,1.21051,1.2107,4462
1.2107,1.21097,1.21037,1.21089,2770
1.21089,1.21156,1.21084,1.21125,1167
1.21123,1.21159,1.21096,1.21154,1139
1.21155,1.21179,1.21107,1.21115,1487
1.21115,1.21123,1.21034,1.21053,1124
1.21047,1.21089,1.21007,1.21023,645
1.21023,1.21036,1.2086,1.20884,3472
1.20883,1.2094,1.20864,1.20887,3152
1.20888,1.20951,1.20832,1.20928,2242
1.20929,1.20982,1.20907,1.20946,2113
1.20946,1.20955,1.20859,1.20898,1597
1.20898,1.20934,1.20885,1.20921,1537
1.20922,1.20953,1.20909,1.2093,1954
1.20932,1.20935,1.20847,1.20864,2308
1.20864,1.20867,1.20708,1.2074,3956
1.2074,1.20824,1.2065,1.2077,4789
1.2077,1.2083,1.20598,1.20678,4279
1.20679,1.20692,1.20594,1.20687,2972
1.20687,1.20693,1.20577,1.20622,2631
1.20621,1.20658,1.20569,1.20634,2748
1.20634,1.20658,1.20305,1.20337,6350
1.20337,1.20476,1.20304,1.20396,6297
1.20395,1.20406,1.20234,1.20327,5190
1.20327,1.20422,1.20249,1.20409,4215
1.2041,1.20471,1.20382,1.20451,2156
1.20451,1.20456,1.20348,1.20377,1758
1.20377,1.204,1.20344,1.2037,1514
1.2037,1.20438,1.20365,1.20421,1200
1.20421,1.20432,1.20374,1.20374,922
1.20351,1.20452,1.2035,1.20435,868
1.20436,1.20457,1.20418,1.20453,1071
1.20454,1.205,1.20432,1.20484,1936
1.20484,1.205,1.20414,1.20445,2379
1.20445,1.20452,1.20385,1.20437,1885
1.20437,1.20449,1.20356,1.20367,1461
1.20367,1.20404,1.20356,1.20373,1086
1.20373,1.20466,1.20371,1.20457,1231
1.20455,1.20472,1.20423,1.20458,1235
1.20458,1.20523,1.20362,1.20473,2936
1.20473,1.20706,1.20448,1.20687,4055
1.20686,1.20751,1.20621,1.20734,3473
1.20734,1.20734,1.20624,1.20665,3177
1.20665,1.20739,1.20645,1.20719,2979
1.20719,1.20848,1.20624,1.20775,3792
1.20776,1.20897,1.20757,1.20846,4874
1.20845,1.20863,1.20677,1.20705,6186
1.20705,1.2084,1.20619,1.20721,6039
1.20722,1.20826,1.20705,1.20773,3097
1.20773,1.20841,1.20758,1.20819,2175
1.20819,1.20859,1.20796,1.20803,1551
1.20806,1.2089,1.20806,1.20853,1105
1.20852,1.2093,1.20846,1.20914,1002
1.20914,1.20944,1.20903,1.20908,917
1.20908,1.20928,1.20856,1.209,761
1.20901,1.20956,1.209,1.20917,1250
1.20917,1.20983,1.20876,1.20973,1833
1.20973,1.20983,1.20863,1.20878,2602
1.20878,1.20884,1.20823,1.20864,2550
1.20864,1.20869,1.20835,1.20849,1541
1.20848,1.2094,1.20839,1.20929,1043
1.20928,1.20962,1.20912,1.20941,1501
1.20941,1.20995,1.20936,1.20953,1397
1.2095,1.21134,1.20909,1.21094,3128
1.21095,1.21334,1.21085,1.21325,5352
1.21325,1.21415,1.21273,1.21339,3590
1.21339,1.21438,1.21285,1.21431,3529
1.2143,1.21443,1.21334,1.21381,2770
1.21379,1.21419,1.21321,1.21363,3301
1.21366,1.21427,1.21261,1.21308,4368
1.21307,1.21325,1.21175,1.21261,4172
1.21261,1.21335,1.2119,1.21283,4278
1.21281,1.214,1.21228,1.21361,2670
1.21359,1.21375,1.21222,1.21269,2314
1.21271,1.21277,1.21078,1.21113,2269
1.21108,1.21169,1.21106,1.21155,1370
1.21154,1.21195,1.21148,1.21166,1247
1.21166,1.21187,1.21142,1.21174,960
1.21131,1.21253,1.21131,1.2121,335
1.21234,1.21292,1.21147,1.21247,2484
1.21248,1.21312,1.21204,1.21237,2483
1.21237,1.21355,1.21235,1.21265,2772
1.21264,1.21293,1.21124,1.212,2842
1.212,1.21207,1.21159,1.21197,1737
1.21196,1.21239,1.21194,1.21204,1128
1.21204,1.21231,1.21184,1.21202,1276
1.21203,1.21243,1.21188,1.21196,1191
1.2119,1.21191,1.21051,1.21096,4069
1.21096,1.21236,1.20912,1.21002,5382
1.21002,1.21169,1.20977,1.21082,4396
1.21082,1.21351,1.21079,1.2129,2653
1.21291,1.21443,1.2126,1.21368,3207
1.21367,1.21409,1.21314,1.21364,2853
1.21365,1.21544,1.21294,1.21474,4646
1.21473,1.21495,1.21291,1.2146,5886
1.21458,1.21542,1.21338,1.21389,6359
1.21389,1.21562,1.21354,1.21547,3532
1.21547,1.21677,1.21532,1.21654,2429
1.21654,1.21694,1.21634,1.21655,1367
1.21656,1.21691,1.21647,1.21674,1137
1.21674,1.21674,1.21515,1.21516,1484
1.21516,1.21587,1.21506,1.21554,1003
1.21564,1.21606,1.21538,1.21596,729
1.21596,1.21669,1.21577,1.21638,1245
1.21637,1.21728,1.21621,1.21703,1581
1.21706,1.21771,1.21639,1.21755,2453
1.21755,1.2177,1.21689,1.217,1674
1.217,1.21707,1.21647,1.21668,1181
1.21669,1.2172,1.21661,1.2172,832
1.2172,1.21727,1.21692,1.21702,1166
1.21702,1.21715,1.21627,1.21703,1367
1.21703,1.21802,1.21681,1.21699,2710
1.21701,1.21738,1.2154,1.2159,4497
1.21589,1.2159,1.21452,1.21491,3861
1.21491,1.21546,1.21436,1.21469,3754
1.21469,1.21558,1.21435,1.2154,3058
1.21538,1.21582,1.21354,1.21427,3367
1.21427,1.21509,1.21401,1.21492,3565
1.21491,1.21537,1.21353,1.21422,5221
1.21422,1.21663,1.21367,1.21593,7835
1.21593,1.21663,1.21415,1.21416,4354
1.21411,1.21504,1.21411,1.2146,3216
1.2146,1.21546,1.21451,1.21535,2286
1.21535,1.21576,1.21427,1.21442,2115
1.21442,1.21506,1.21419,1.21471,1399
1.21471,1.215,1.21431,1.21493,1210
1.21493,1.21534,1.21428,1.21485,1572
1.21486,1.21551,1.21429,1.21506,1608
1.21505,1.2158,1.21491,1.21549,2220
1.21549,1.21661,1.21474,1.21586,5681
1.21587,1.21623,1.21512,1.21557,3805
1.21557,1.21571,1.21504,1.2152,2798
1.21521,1.21523,1.21475,1.21486,1390
1.21486,1.21487,1.21454,1.2148,2055
1.21481,1.21575,1.21441,1.2157,2064
1.2157,1.21606,1.21528,1.21554,3285
1.21556,1.21745,1.21522,1.21683,5810
1.21683,1.21744,1.21588,1.21628,4476
1.21628,1.2165,1.215,1.21582,3150
1.21581,1.21696,1.21562,1.21633,2810
1.21632,1.21723,1.21541,1.21559,3629
1.21557,1.21576,1.21233,1.21333,7200
1.21331,1.21386,1.21289,1.21322,6608
1.21322,1.21349,1.21092,1.21226,7483
1.21222,1.21433,1.21212,1.21416,4609
1.21418,1.21468,1.214,1.21418,2896
1.21418,1.21495,1.21391,1.21447,2503
1.21447,1.21506,1.21428,1.2148,1746
1.21475,1.21689,1.21475,1.21661,2344
1.21662,1.21743,1.21621,1.21665,1465
1.21637,1.21722,1.21604,1.21649,1052
1.21637,1.21714,1.21636,1.21694,2321
1.21695,1.21696,1.21598,1.21625,1753
1.21626,1.21648,1.21567,1.21574,3069
1.21573,1.21632,1.2156,1.216,1684
1.216,1.21697,1.21599,1.21688,1416
1.2169,1.21774,1.21674,1.21764,1581
1.21764,1.21829,1.21762,1.2178,2025
1.2178,1.21818,1.21739,1.21812,2042
1.2181,1.21886,1.21675,1.21871,3554
1.21872,1.22084,1.21871,1.22083,4964
1.22083,1.22227,1.22039,1.22198,4915
1.22199,1.22357,1.2218,1.2228,4959
1.2228,1.22376,1.22231,1.22293,4992
1.22294,1.22368,1.2224,1.22257,4627
1.22258,1.22342,1.22114,1.22124,6024
1.22124,1.22429,1.22089,1.22412,7149
1.22412,1.22432,1.22179,1.22233,9056
1.22232,1.2233,1.22163,1.22289,5798
1.22285,1.22385,1.22114,1.22124,7118
1.22124,1.22137,1.21604,1.218,11689
1.21797,1.2193,1.21744,1.21856,6143
1.2185,1.21873,1.21627,1.21632,6417
1.21631,1.2178,1.21631,1.21743,2427
1.2173,1.21828,1.21709,1.21819,710
1.21819,1.21821,1.21576,1.21576,3645
1.21576,1.21671,1.21371,1.21574,6719
1.21572,1.21652,1.2151,1.21638,5683
1.21639,1.21826,1.2162,1.21723,3716
1.21724,1.21758,1.21593,1.21595,3783
1.21596,1.21614,1.2145,1.21549,3871
1.21549,1.21597,1.21494,1.21538,3553
1.21538,1.21594,1.21471,1.21545,3804
1.21543,1.21553,1.2129,1.21347,7232
1.21346,1.21594,1.21332,1.21494,6853
1.21494,1.21509,1.21228,1.21252,5635
1.21252,1.21292,1.21137,1.21139,5408
1.21139,1.21239,1.20927,1.21068,6825
1.21068,1.21219,1.2103,1.21146,6414
1.21146,1.21251,1.21056,1.21235,7607
1.21236,1.21379,1.21161,1.21246,7983
1.21249,1.21412,1.21093,1.21386,12415
1.21383,1.21399,1.20899,1.20914,9046
1.20914,1.2094,1.20736,1.20802,5249
1.20802,1.20865,1.2072,1.20831,4727
1.2083,1.20898,1.20765,1.20777,2947
1.20781,1.20793,1.20651,1.20656,3255
1.20657,1.20733,1.20622,1.20727,2191
1.20688,1.20767,1.20686,1.20744,430
1.2074,1.20921,1.20709,1.20905,3899
1.20906,1.21012,1.2086,1.20917,3843
1.20915,1.20956,1.20829,1.20841,3837
1.20842,1.20888,1.20795,1.20839,3064
1.20839,1.20877,1.20808,1.2082,1747
1.2082,1.20836,1.20747,1.20774,1712
1.20775,1.2085,1.20775,1.20847,1908
1.20847,1.20929,1.20818,1.20905,2221
1.20905,1.20926,1.20747,1.20763,3604
1.20762,1.2079,1.20498,1.2055,5532
1.20548,1.20557,1.20282,1.20387,4010
1.20387,1.20547,1.20375,1.20441,3214
1.20441,1.20559,1.20378,1.20438,4036
1.20438,1.20473,1.20406,1.20447,3637
1.20448,1.2054,1.20399,1.20528,4249
1.20528,1.20691,1.204,1.20408,7133
1.20408,1.20536,1.20278,1.20496,7965
1.20495,1.20593,1.2048,1.20536,4759
1.20536,1.20611,1.20403,1.20409,3841
1.20408,1.20472,1.20328,1.20444,2807
1.20444,1.20514,1.20421,1.2046,2142
1.20461,1.20481,1.20415,1.20445,2323
1.20447,1.20496,1.2043,1.20488,1393
1.20488,1.20504,1.20424,1.205,721
1.20499,1.20506,1.2045,1.20487,1976
1.20486,1.20492,1.2038,1.20387,2484
1.20386,1.20408,1.20271,1.20313,3930
1.20313,1.20359,1.20153,1.20214,3575
1.20212,1.20275,1.20179,1.20266,4259
1.20266,1.20275,1.20186,1.2021,2602
1.2021,1.20241,1.20164,1.20216,3394
1.20217,1.20269,1.20201,1.20227,2861
1.20226,1.20232,1.2003,1.20071,5477
1.20072,1.20163,1.19992,1.20022,4982
1.20022,1.20145,1.19915,1.20061,4915
1.20062,1.20264,1.2006,1.20235,4118
1.20235,1.2037,1.20204,1.20316,3306
1.20316,1.20374,1.20242,1.20335,3342
1.20335,1.20341,1.20198,1.20291,3790
1.20291,1.20462,1.2028,1.20426,4995
1.20426,1.20637,1.2035,1.20622,5402
1.20622,1.20806,1.2059,1.20783,5309
1.20783,1.20848,1.20767,1.20796,2314
1.20797,1.20892,1.20794,1.20856,2137
1.20856,1.20873,1.20818,1.20839,1490
1.20839,1.20944,1.20838,1.20893,1593
1.20894,1.20906,1.20858,1.20893,1082
1.20898,1.20912,1.20816,1.20838,1133
1.20837,1.20885,1.20832,1.20848,1222
1.2085,1.209,1.20836,1.20865,1398
1.20865,1.20934,1.20848,1.20914,1848
1.20914,1.20921,1.20832,1.20836,1253
1.20837,1.20864,1.20826,1.20829,957
1.20829,1.20898,1.20826,1.20886,924
1.20885,1.20893,1.20842,1.20842,1053
1.20842,1.20857,1.20791,1.20823,1306
1.20821,1.21078,1.20805,1.20936,3387
1.20936,1.20941,1.2074,1.20754,4165
1.20754,1.21132,1.2075,1.21015,4882
1.21012,1.21033,1.20822,1.20833,3634
1.20834,1.20846,1.20598,1.20622,3875
1.20622,1.20683,1.20584,1.20634,2807
1.20634,1.20654,1.20433,1.20545,5994
1.20546,1.20626,1.20429,1.20538,6183
1.20534,1.20753,1.20468,1.20729,8373
1.2073,1.20806,1.20715,1.20731,4487
1.20731,1.20732,1.20653,1.20703,3160
1.20701,1.20785,1.20685,1.20726,2752
1.20726,1.20727,1.20641,1.20651,2891
1.2065,1.20729,1.20615,1.20623,2747
1.20624,1.20665,1.20614,1.20627,1240
1.20627,1.20653,1.20593,1.20624,750
1.20624,1.20662,1.20434,1.20464,2157
1.20463,1.20618,1.20463,1.20595,2234
1.20595,1.2062,1.2047,1.2062,2603
1.20619,1.20632,1.20493,1.20539,2233
1.2054,1.20554,1.20486,1.20487,1562
1.20488,1.20552,1.20436,1.20552,2285
1.20554,1.20597,1.2052,1.20563,2080
1.20563,1.20615,1.2055,1.20613,2043
1.20613,1.20623,1.20516,1.20522,3047
1.20522,1.2058,1.20364,1.20406,5236
1.20407,1.2042,1.20267,1.20326,4021
1.20325,1.20489,1.20314,1.20489,3948
1.20489,1.20491,1.20341,1.20348,3414
1.20347,1.20404,1.20276,1.20324,3311
1.20323,1.20384,1.2028,1.20358,3899
1.20358,1.20426,1.2033,1.20382,4356
1.2038,1.20444,1.20225,1.20399,6103
1.20398,1.20536,1.20389,1.20439,4689
1.20439,1.20498,1.19901,1.1994,11064
1.1994,1.2,1.19655,1.19683,9925
1.19683,1.19791,1.19645,1.19661,6094
1.1966,1.19726,1.19616,1.19707,4957
1.19706,1.19752,1.19679,1.19694,1513
1.1968,1.19767,1.19651,1.19742,912
1.1974,1.19745,1.19605,1.19671,2087
1.19666,1.19686,1.1956,1.19664,2610
1.19665,1.19665,1.1953,1.19606,2825
1.19606,1.19635,1.19515,1.19633,1961
1.19632,1.19647,1.19583,1.19625,1990
1.19625,1.19635,1.19552,1.19563,1742
1.19562,1.19619,1.19562,1.19596,1725
1.19596,1.19599,1.19529,1.19533,1869
1.19534,1.19607,1.19484,1.19504,3988
1.19502,1.19527,1.1914,1.19267,5931
1.19267,1.19382,1.19208,1.19279,5442
1.19278,1.19424,1.19272,1.19302,3549
1.19305,1.19394,1.19228,1.19317,4049
1.19317,1.19433,1.193,1.19354,4119
1.19354,1.19412,1.18928,1.19179,9606
1.19178,1.19463,1.19088,1.19158,10380
1.19157,1.19288,1.19062,1.19067,10379
1.19067,1.19173,1.19061,1.19137,6988
1.19136,1.19194,1.19052,1.19119,4834
1.19119,1.19182,1.19052,1.19131,4283
1.19133,1.19179,1.19075,1.19125,2620
1.19125,1.19228,1.19106,1.19159,1880
1.19159,1.19197,1.19115,1.1912,1199
1.19166,1.19225,1.19163,1.19182,346
1.19182,1.1932,1.19164,1.19263,4222
1.19263,1.19321,1.19183,1.19259,3013
1.19259,1.19289,1.19196,1.19273,3949
1.19273,1.19285,1.19007,1.19054,3931
1.19055,1.19062,1.18987,1.19016,3511
1.19016,1.19061,1.1899,1.19056,2527
1.19056,1.19134,1.19056,1.19122,3048
1.19121,1.19146,1.18888,1.18923,2901
1.18929,1.18978,1.18786,1.1886,5275
1.1886,1.18965,1.18753,1.18774,6090
1.18775,1.18794,1.18654,1.1872,5110
1.18722,1.18806,1.18667,1.18781,3802
1.18783,1.18804,1.18669,1.18677,3483
1.18677,1.18733,1.18586,1.18617,4446
1.18618,1.18749,1.18566,1.18709,6141
1.1871,1.18872,1.18705,1.1879,7996
1.18792,1.1887,1.18575,1.18579,9357
1.18579,1.18632,1.18457,1.18484,5625
1.18484,1.186,1.18464,1.18565,4478
1.18567,1.18648,1.18526,1.18537,3800
1.18537,1.18587,1.1852,1.18581,3566
1.18581,1.18583,1.18451,1.18453,2923
1.18453,1.18476,1.18442,1.1846,1340
1.18456,1.18501,1.18445,1.18476,376
1.18476,1.18527,1.18462,1.18507,1651
1.18507,1.18522,1.18357,1.18442,4268
1.18442,1.18492,1.18356,1.18384,5084
1.18384,1.18563,1.18381,1.18548,4356
1.18549,1.18672,1.18536,1.1865,3866
1.1865,1.18665,1.18552,1.18574,2435
1.18575,1.18595,1.18536,1.18539,2356
1.18541,1.18627,1.18531,1.18576,2933
1.18577,1.18883,1.18512,1.18806,5555
1.18809,1.18985,1.18764,1.1896,5603
1.1896,1.19089,1.18919,1.19053,4638
1.19054,1.19098,1.18975,1.19007,4102
1.19008,1.19157,1.19002,1.19041,4119
1.19039,1.19045,1.18868,1.18875,4402
1.18877,1.18977,1.18823,1.18918,5320
1.18919,1.19076,1.18832,1.19017,7415
1.19017,1.19091,1.1882,1.18858,7155
1.18858,1.18933,1.18815,1.18852,4668
1.18852,1.18913,1.18834,1.18864,3518
1.18863,1.18956,1.18848,1.18943,4141
1.18943,1.19044,1.18939,1.19001,2317
1.19001,1.1905,1.18992,1.19015,2293
1.19015,1.19026,1.18982,1.19001,1481
1.19002,1.19024,1.18928,1.19009,485
1.19009,1.19019,1.18963,1.18968,1698
1.18968,1.18969,1.18877,1.18936,2774
1.18938,1.18977,1.1884,1.18851,3282
1.18851,1.18856,1.1877,1.18812,3193
1.18813,1.18832,1.18787,1.18801,2429
1.18801,1.18822,1.1877,1.18794,1415
1.18795,1.18799,1.18705,1.18751,2083
1.1875,1.18789,1.18687,1.18775,2464
1.18775,1.18862,1.18746,1.1884,3137
1.1884,1.18968,1.18719,1.1896,4558
1.18958,1.19014,1.18927,1.18997,3255
1.18997,1.19046,1.18932,1.18952,3178
1.18951,1.18973,1.18852,1.18911,3176
1.1891,1.18964,1.18823,1.18853,4076
1.18853,1.19129,1.18819,1.19106,8351
1.19106,1.19248,1.19057,1.19132,8013
1.19132,1.19163,1.18861,1.18958,7412
1.18959,1.18997,1.18882,1.18988,5033
1.18988,1.1912,1.1897,1.19081,3669
1.19081,1.19223,1.19014,1.19142,6786
1.19142,1.19237,1.19126,1.19206,3537
1.1921,1.19275,1.19188,1.19266,2463
1.19267,1.19298,1.19238,1.19284,1300
1.19283,1.19289,1.19214,1.19255,724
1.19268,1.19287,1.19241,1.19243,1325
1.19242,1.1929,1.19158,1.19191,2067
1.19191,1.19243,1.19173,1.19217,2628
1.19218,1.19348,1.19218,1.19286,2563
1.1929,1.19332,1.19276,1.19316,1971
1.19317,1.1932,1.19249,1.19276,1844
1.19275,1.19291,1.19255,1.19273,2255
1.19273,1.19321,1.19188,1.193,2490
1.19301,1.19464,1.19243,1.19383,3800
1.19382,1.19688,1.19366,1.19647,5329
1.19649,1.19687,1.19568,1.19636,4338
1.19636,1.19663,1.19608,1.19631,2783
1.19631,1.19678,1.19614,1.19642,3405
1.19642,1.19646,1.19426,1.19544,5709
1.19544,1.19736,1.19434,1.19569,8684
1.19569,1.19655,1.19312,1.19367,7491
1.19368,1.19662,1.1928,1.19583,7095
1.19582,1.19792,1.19555,1.1977,4399
1.1977,1.1978,1.19655,1.19723,3759
1.19722,1.19897,1.19714,1.19858,5250
1.19858,1.19898,1.19808,1.19816,2859
1.19816,1.199,1.19809,1.19893,2063
1.19893,1.199,1.19834,1.19851,1177
1.1985,1.19859,1.19796,1.19824,350
1.19824,1.19876,1.19808,1.19808,1692
1.19808,1.19845,1.198,1.19831,1780
1.1983,1.19886,1.1983,1.19844,2204
1.19844,1.19846,1.19596,1.19623,2993
1.19623,1.1966,1.19599,1.19616,2206
1.19616,1.19674,1.19607,1.1966,1634
1.1966,1.19674,1.19615,1.19635,1776
1.19632,1.19633,1.19458,1.19488,3628
1.1949,1.19509,1.19375,1.19453,4663
1.19453,1.19478,1.19284,1.19332,5631
1.19329,1.19369,1.1911,1.19179,3831
1.19179,1.19228,1.19098,1.19207,3154
1.19207,1.19233,1.19136,1.1917,4011
1.1917,1.19358,1.19161,1.19347,3950
1.19346,1.19405,1.19216,1.19265,5981
1.19264,1.19351,1.19202,1.19316,8050
1.19318,1.19392,1.19114,1.19369,8196
1.19368,1.1955,1.19333,1.19521,6179
1.19522,1.19567,1.19477,1.19479,3783
1.1948,1.19553,1.19444,1.19523,2707
1.19523,1.19544,1.19487,1.19488,2016
1.19488,1.19612,1.19475,1.19603,2013
1.19603,1.19611,1.19507,1.19519,1238
1.19473,1.19542,1.19436,1.19481,1312
1.19481,1.1953,1.19449,1.19501,1742
1.19501,1.19561,1.19498,1.19512,2355
1.19512,1.19674,1.19503,1.19577,2857
1.19576,1.19615,1.19433,1.19478,3231
1.19476,1.19542,1.19473,1.1954,2010
1.1954,1.19543,1.19424,1.19431,1884
1.19429,1.19435,1.19299,1.19328,2654
1.19327,1.19357,1.19254,1.19349,2621
1.19349,1.19375,1.19179,1.19199,3844
1.19201,1.194,1.19196,1.19368,4427
1.19368,1.19402,1.19226,1.1926,3229
1.1926,1.19305,1.19193,1.19304,2344
1.19304,1.19342,1.19212,1.19229,2872
1.1923,1.19336,1.1921,1.19248,3973
1.19249,1.19308,1.19161,1.19205,5079
1.19206,1.19302,1.19153,1.19278,4413
1.19278,1.19338,1.19111,1.19154,4802
1.19154,1.19373,1.19152,1.1923,3824
